vars,id,creation_time,failed,failed_reason,time_of_death,type,network_id,participant_id,trial_maker_id,module_id,module_state_id,is_global,on_deploy_complete,async_on_deploy_required,async_on_deploy_requested,async_on_deploy_complete,async_on_deploy_failed,key,degree,target_n_trials,ready_to_spawn,child_id,parent_id,seed,definition,context,participant_group,block,propagate_failure,n_viable_trials,class,object_type
{},18,2026-01-21 15:02:24,False,,,TrialSource,18,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,0,20,True,38.0,,{},"{""message_condition"": ""worst"", ""message"": ""Don't use the scissors on everything. Try out the frame and different ingredients.""}",,default,decorations,False,20,StaticNode,Node
{},19,2026-01-21 15:02:24,False,,,TrialSource,19,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,0,20,True,31.0,,{},"{""message_condition"": ""worst"", ""message"": ""You should use growth serum only once on each and just submit. I found that when combining them sometimes it worked out, but I never got that many points. I got maybe around 5-15 but for the most part I really struggled with getting any points at all. Be less experimental and you will earn more points.""}",,default,animals,False,20,StaticNode,Node
{},20,2026-01-21 15:02:24,False,,,TrialSource,20,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,0,20,True,39.0,,{},"{""message_condition"": ""worst"", ""message"": ""Don't touch the vial...its worthless.""}",,default,potions,False,20,StaticNode,Node
{},21,2026-01-21 15:02:24,False,,,TrialSource,21,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,0,20,True,53.0,,{},"{""message_condition"": ""second_worst"", ""message"": ""Combining the ingredients that goes together best works well.""}",,default,cooking,False,20,StaticNode,Node
{},22,2026-01-21 15:02:24,False,,,TrialSource,22,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,0,20,True,34.0,,{},"{""message_condition"": ""second_worst"", ""message"": ""Make sure to combine multiple of the same instrument to get a higher score""}",,default,decorations,False,20,StaticNode,Node
{},23,2026-01-21 15:02:24,False,,,TrialSource,23,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,0,20,True,55.0,,{},"{""message_condition"": ""second_worst"", ""message"": ""mutation isnt reliable. Overgrowth is bad. No real world application.""}",,default,animals,False,20,StaticNode,Node
{},24,2026-01-21 15:02:24,False,,,TrialSource,24,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,0,20,True,36.0,,{},"{""message_condition"": ""second_worst"", ""message"": ""I do not really have much advice. I didn't get many points. My best round was 60 points and that was when I just mixed things together excessively.""}",,default,potions,False,20,StaticNode,Node
{},25,2026-01-21 15:02:24,False,,,TrialSource,25,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,0,20,True,33.0,,{},"{""message_condition"": ""none"", ""message"": """"}",,default,cooking,False,20,StaticNode,Node
{},26,2026-01-21 15:02:24,False,,,TrialSource,26,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,0,20,True,50.0,,{},"{""message_condition"": ""none"", ""message"": """"}",,default,decorations,False,20,StaticNode,Node
{},27,2026-01-21 15:02:24,False,,,TrialSource,27,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,0,20,True,40.0,,{},"{""message_condition"": ""none"", ""message"": """"}",,default,animals,False,20,StaticNode,Node
{},28,2026-01-21 15:02:24,False,,,TrialSource,28,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,0,20,True,35.0,,{},"{""message_condition"": ""none"", ""message"": """"}",,default,potions,False,20,StaticNode,Node
{},29,2026-01-23 19:11:34,False,,,StaticNode,16,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,16.0,{},{},,default,potions,True,0,StaticNode,Node
{},30,2026-01-23 19:15:46,False,,,StaticNode,11,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,11.0,{},{},,default,animals,True,0,StaticNode,Node
{},31,2026-01-23 19:18:56,False,,,StaticNode,19,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,19.0,{},{},,default,animals,True,0,StaticNode,Node
{},32,2026-01-23 19:19:10,False,,,StaticNode,1,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,1.0,{},{},,default,cooking,True,0,StaticNode,Node
{},33,2026-01-23 19:21:26,False,,,StaticNode,25,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,25.0,{},{},,default,cooking,True,0,StaticNode,Node
{},34,2026-01-23 19:22:24,False,,,StaticNode,22,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,22.0,{},{},,default,decorations,True,0,StaticNode,Node
{},35,2026-01-23 19:23:28,False,,,StaticNode,28,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,28.0,{},{},,default,potions,True,0,StaticNode,Node
{},36,2026-01-23 19:23:32,False,,,StaticNode,24,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,24.0,{},{},,default,potions,True,0,StaticNode,Node
{},37,2026-01-23 19:27:42,False,,,StaticNode,9,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,9.0,{},{},,default,cooking,True,0,StaticNode,Node
{},38,2026-01-23 19:27:52,False,,,StaticNode,18,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,18.0,{},{},,default,decorations,True,0,StaticNode,Node
{},39,2026-01-23 19:30:18,False,,,StaticNode,20,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,20.0,{},{},,default,potions,True,0,StaticNode,Node
{},40,2026-01-23 19:30:40,False,,,StaticNode,27,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,27.0,{},{},,default,animals,True,0,StaticNode,Node
{},41,2026-01-23 19:32:18,False,,,StaticNode,10,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,10.0,{},{},,default,decorations,True,0,StaticNode,Node
{},42,2026-01-23 19:36:48,False,,,StaticNode,3,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,3.0,{},{},,default,animals,True,0,StaticNode,Node
{},43,2026-01-23 19:44:20,False,,,StaticNode,7,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,7.0,{},{},,default,animals,True,0,StaticNode,Node
{},44,2026-01-23 19:48:04,False,,,StaticNode,13,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,13.0,{},{},,default,cooking,True,0,StaticNode,Node
{},45,2026-01-23 19:50:24,False,,,StaticNode,6,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,6.0,{},{},,default,decorations,True,0,StaticNode,Node
{},46,2026-01-23 19:52:36,False,,,StaticNode,8,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,8.0,{},{},,default,potions,True,0,StaticNode,Node
{},47,2026-01-23 19:56:10,False,,,StaticNode,5,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,5.0,{},{},,default,cooking,True,0,StaticNode,Node
{},48,2026-01-23 19:56:52,False,,,StaticNode,14,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,14.0,{},{},,default,decorations,True,0,StaticNode,Node
{},49,2026-01-23 20:00:52,False,,,StaticNode,4,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,4.0,{},{},,default,potions,True,0,StaticNode,Node
{},50,2026-01-23 20:02:38,False,,,StaticNode,26,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,26.0,{},{},,default,decorations,True,0,StaticNode,Node
{},51,2026-01-23 20:02:42,False,,,StaticNode,15,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,15.0,{},{},,default,animals,True,0,StaticNode,Node
{},52,2026-01-23 20:05:38,False,,,StaticNode,17,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,17.0,{},{},,default,cooking,True,0,StaticNode,Node
{},53,2026-01-23 20:57:24,False,,,StaticNode,21,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,21.0,{},{},,default,cooking,True,0,StaticNode,Node
{},54,2026-01-23 21:00:14,False,,,StaticNode,12,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,12.0,{},{},,default,potions,True,0,StaticNode,Node
{},55,2026-01-23 21:02:34,False,,,StaticNode,23,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,23.0,{},{},,default,animals,True,0,StaticNode,Node
{},56,2026-01-23 21:05:16,False,,,StaticNode,2,,crafting_game_trial,crafting_game_trial,,,True,False,False,False,False,,1,20,False,,2.0,{},{},,default,decorations,True,0,StaticNode,Node
