vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,metadata_,class,object_type
{},53,2025-10-28 19:11:06,False,,,Response,4,info,,InfoPage,True,"{""time_taken"": 32.285, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.35, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:10:33.667Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:10:33.740Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:10:33.740Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:10:33.745Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:10:33.746Z"", ""info"": null}], ""prompt"": {""text"": ""<div>\n  <link href=\""/static/text-style.css\"" rel=\""stylesheet\"">\n  <link href=\""/static/big-font.css\"" rel=\""stylesheet\"">\n  <p>\n        Welcome! In this experiment, you will play a game where you use tools and\n        combine ingredients to make new items.\n        </p>\n  <p>\n        The game interface is shown below. It has an inventory of items, a\n        crafting area, and a progress bar.\n        </p>\n  <img alt=\""Screenshot of the interface\"" src=\""static/instruction-screenshots/interface-screenshot.png\"">\n  <p>\n        You can combine any two items by clicking and dragging them into the\n        crafting area...\n        </p>\n  <img alt=\""Screenshot of combining items\"" src=\""static/instruction-screenshots/inventory-screenshot.png\"">\n  <p>...then dropping one on top of the other.</p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of combining items\"" src=\""static/instruction-screenshots/combination-screenshot.png\"" style=\""max-width: 50%;\"">\n  </div>\n  <p>\n        Each item is either a\n        \n    <strong>tool</strong>\n        or an\n        \n    <strong>ingredient</strong>. Tools have grey backgrounds and ingredients\n        have white backgrounds. Tools can be used as many times as you want, but\n        ingredients can only be used once.\n        \n  </p>\n</div>""}, ""control"": {}}",Response,_Response
{},54,2025-10-28 19:11:28,False,,,Response,2,game,,ModularPage,True,"{""time_taken"": 43.16, ""platform"": ""Chrome 123.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.7, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:10:46.172Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:10:46.182Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:10:46.187Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:10:46.197Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:10:46.197Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 8</h1>""}, ""control"": {}}",Response,_Response
{},55,2025-10-28 19:11:53,False,,,Response,2,game,,ModularPage,True,"{""time_taken"": 24.286, ""platform"": ""Chrome 123.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.7, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:11:30.270Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:11:30.280Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:11:30.285Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:11:30.295Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:11:30.295Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 9</h1>""}, ""control"": {}}",Response,_Response
{},56,2025-10-28 19:12:03,False,,,Response,5,info,,InfoPage,True,"{""time_taken"": 102.417, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:10:21.332Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:10:21.353Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:10:21.353Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:10:21.373Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:10:21.373Z"", ""info"": null}], ""prompt"": {""text"": ""<div>\n  <link href=\""/static/text-style.css\"" rel=\""stylesheet\"">\n  <link href=\""/static/big-font.css\"" rel=\""stylesheet\"">\n  <p>\n        You will play the game for several rounds. In each round, you will have the\n        \n    <strong>same tools</strong>,\n        but\n        \n    <strong>different starting ingredients</strong>. As you play the game,\n        you will learn the rules that determine how items combine and how valuable\n        each item is. These rules might be intuitive, but they might also be\n        unintuitive, so you should try different combinations and see what\n        happens.\n        \n  </p>\n  <p>\n        Your score in each round will be the value of the most valuable item you\n        created. For example, if you had the two items below in your inventory,\n        your score would be 16.\n        </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of multiple items and their values\"" src=\""static/instruction-screenshots/multiple-values-screenshot.png\"" style=\""max-width: 66%;\"">\n  </div>\n  <p>\n        Your score can't go below 0, even if all of your items have negative\n        values.\n        \n    <strong>The maximum possible score is 100 in every round</strong>\n        You will earn a\n        \n    <strong>bonus of up to $1</strong>\n        based on your performance.\n        \n  </p>\n  <p>\n        Ingredients all have\n        \n    <strong>features</strong> that determine how they\n        combine with other ingredients and how valuable they are. These features\n        change when you apply tools or combine them with other ingredients. You\n        can see an ingredient's features by hovering over it with your mouse.\n        \n  </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of an ingredient's features\"" src=\""static/instruction-screenshots/features-screenshot.png\"" style=\""max-width: 50%;\"">\n  </div>\n  <p>\n        You can take notes throughout the experiment using the scratchpad on the right side of the screen. The text in the scratchpad will stay from round to round.\n        </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of the scratchpad\"" src=\""static/instruction-screenshots/scratchpad-screenshot.png\"" style=\""max-width: 70%;\"">\n  </div>\n  <p>\n        It is possible that one of your items might get stuck somewhere where you can't click it. If this happens, you can refresh the page and your inventory will be preserved.\n        </p>\n  <p>When you are ready, click the &quot;Start&quot; button to play a practice game.</p>\n</div>""}, ""control"": {}}",Response,_Response
{},57,2025-10-28 19:12:10,False,,,Response,4,info,,InfoPage,True,"{""time_taken"": 62.796, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.35, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:11:07.211Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:11:07.221Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:11:07.221Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:11:07.225Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:11:07.226Z"", ""info"": null}], ""prompt"": {""text"": ""<div>\n  <link href=\""/static/text-style.css\"" rel=\""stylesheet\"">\n  <link href=\""/static/big-font.css\"" rel=\""stylesheet\"">\n  <p>\n        You will play the game for several rounds. In each round, you will have the\n        \n    <strong>same tools</strong>,\n        but\n        \n    <strong>different starting ingredients</strong>. As you play the game,\n        you will learn the rules that determine how items combine and how valuable\n        each item is. These rules might be intuitive, but they might also be\n        unintuitive, so you should try different combinations and see what\n        happens.\n        \n  </p>\n  <p>\n        Your score in each round will be the value of the most valuable item you\n        created. For example, if you had the two items below in your inventory,\n        your score would be 16.\n        </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of multiple items and their values\"" src=\""static/instruction-screenshots/multiple-values-screenshot.png\"" style=\""max-width: 66%;\"">\n  </div>\n  <p>\n        Your score can't go below 0, even if all of your items have negative\n        values.\n        \n    <strong>The maximum possible score is 100 in every round</strong>\n        You will earn a\n        \n    <strong>bonus of up to $1</strong>\n        based on your performance.\n        \n  </p>\n  <p>\n        Ingredients all have\n        \n    <strong>features</strong> that determine how they\n        combine with other ingredients and how valuable they are. These features\n        change when you apply tools or combine them with other ingredients. You\n        can see an ingredient's features by hovering over it with your mouse.\n        \n  </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of an ingredient's features\"" src=\""static/instruction-screenshots/features-screenshot.png\"" style=\""max-width: 50%;\"">\n  </div>\n  <p>\n        You can take notes throughout the experiment using the scratchpad on the right side of the screen. The text in the scratchpad will stay from round to round.\n        </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of the scratchpad\"" src=\""static/instruction-screenshots/scratchpad-screenshot.png\"" style=\""max-width: 70%;\"">\n  </div>\n  <p>\n        It is possible that one of your items might get stuck somewhere where you can't click it. If this happens, you can refresh the page and your inventory will be preserved.\n        </p>\n  <p>When you are ready, click the &quot;Start&quot; button to play a practice game.</p>\n</div>""}, ""control"": {}}",Response,_Response
{},58,2025-10-28 19:12:14,False,,,Response,5,info,,InfoPage,True,"{""time_taken"": 9.526, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:12:04.497Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:12:04.521Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:12:04.521Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:12:04.526Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:12:04.526Z"", ""info"": null}], ""prompt"": {""text"": ""<div className=\""flex flex-col items-center text-left max-w-xl space-y-2\"">\n    <h1 className=\""text-2xl font-bold\"">Practice Game</h1>\n    <p className=\""text-lg w-full\"">\n      Before playing the main game, you will play a simplified practice game. In\n      this game, the ingredients are all playing cards. Your goal is to make a good hand of cards.\n    </p>\n    <p className=\""text-lg w-full\"">\n      This game will repeat until you earn a score of 80 or more.\n    </p>\n  </div>""}, ""control"": {}}",Response,_Response
{},59,2025-10-28 19:12:15,False,,,Response,3,info,,InfoPage,True,"{""time_taken"": 93.593, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:10:41.090Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:10:41.115Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:10:41.115Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:10:41.120Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:10:41.120Z"", ""info"": null}], ""prompt"": {""text"": ""<div className=\""flex flex-col items-center text-left max-w-xl space-y-2\"">\n    <h1 className=\""text-2xl font-bold\"">Practice Game</h1>\n    <p className=\""text-lg w-full\"">\n      Before playing the main game, you will play a simplified practice game. In\n      this game, the ingredients are all playing cards. Your goal is to make a good hand of cards.\n    </p>\n    <p className=\""text-lg w-full\"">\n      This game will repeat until you earn a score of 80 or more.\n    </p>\n  </div>""}, ""control"": {}}",Response,_Response
{},60,2025-10-28 19:12:19,False,,,Response,4,info,,InfoPage,True,"{""time_taken"": 8.558, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.35, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:12:10.691Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:12:10.756Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:12:10.756Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:12:10.762Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:12:10.762Z"", ""info"": null}], ""prompt"": {""text"": ""<div className=\""flex flex-col items-center text-left max-w-xl space-y-2\"">\n    <h1 className=\""text-2xl font-bold\"">Practice Game</h1>\n    <p className=\""text-lg w-full\"">\n      Before playing the main game, you will play a simplified practice game. In\n      this game, the ingredients are all playing cards. Your goal is to make a good hand of cards.\n    </p>\n    <p className=\""text-lg w-full\"">\n      This game will repeat until you earn a score of 80 or more.\n    </p>\n  </div>""}, ""control"": {}}",Response,_Response
{},61,2025-10-28 19:12:29,False,,,Response,2,game,,ModularPage,True,"{""time_taken"": 34.054, ""platform"": ""Chrome 123.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.7, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:11:55.644Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:11:55.653Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:11:55.659Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:11:55.669Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:11:55.669Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 10</h1>""}, ""control"": {}}",Response,_Response
{},62,2025-10-28 19:12:44,False,,,Response,4,practice_game,,ModularPage,True,"{""time_taken"": 23.761, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.35, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:12:20.654Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:12:20.664Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:12:20.664Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:12:20.671Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:12:20.672Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},63,2025-10-28 19:12:50,False,,,Response,2,message,I didn't have much luck.  Stay away from buttons,WriteMessagePage,True,"{""time_taken"": 20.332, ""platform"": ""Chrome 123.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.7, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:12:30.812Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:12:30.825Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:12:30.830Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:12:30.840Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:12:30.840Z"", ""info"": null}], ""prompt"": {""text"": ""The next participant will play the same game as you. Please write a message that will help them perform well.""}, ""control"": {""one_line"": false, ""width"": ""60ch"", ""height"": ""20ch"", ""text_align"": ""left"", ""block_copy_paste"": false}}",Response,_Response
{},64,2025-10-28 19:12:54,False,,,Response,2,info,,InfoPage,True,"{""time_taken"": 3.341, ""platform"": ""Chrome 123.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.7, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:12:51.922Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:12:51.933Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:12:51.938Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:12:51.949Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:12:51.949Z"", ""info"": null}], ""prompt"": {""text"": ""<div className=\""flex flex-col items-center text-left max-w-xl space-y-2\"">\n      <h1 className=\""text-2xl font-bold\"">Animals</h1>\n      <p className=\""text-lg w-full\"">\n        In this game, you will modify and combine different animals in a\n        futuristic biology laboratory to make new hybrid animals.\n      </p>\n    </div>""}, ""control"": {}}",Response,_Response
{},65,2025-10-28 19:12:57,False,,,Response,2,info,,InfoPage,True,"{""time_taken"": 2.078, ""platform"": ""Chrome 123.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.7, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:12:56.009Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:12:56.019Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:12:56.025Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:12:56.035Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:12:56.035Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Message</h1><p>You are the first participant, so there is no message for you to read.</p>""}, ""control"": {}}",Response,_Response
{},66,2025-10-28 19:13:18,False,,,Response,6,consent_form,"[""I agree""]",ModularPage,True,"{""time_taken"": 8.524, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:13:09.712Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:13:09.730Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:13:09.730Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:13:09.736Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:13:09.736Z"", ""info"": null}], ""prompt"": {""text"": ""<div>\n  <h1>CONSENT</h1>\n  <p>\n    <strong>DESCRIPTION:</strong> You are invited to participate in a research study on human\n        learning and communication. You will be asked to play a game and\n        possibly send messages to other participants about the game.\n        \n  </p>\n  <p>\n    <strong>TIME INVOLVEMENT:</strong>\n        Your participation will take approximately 30 minutes.\n        \n  </p>\n  <p>\n    <strong>RISKS AND BENEFITS:</strong> If you communicate personally-identifiable\n        information to another participant, then the researchers and recipient\n        of the message will have that information. It is possible that\n        information study data could be leaked in a data breach. Study data will\n        be stored securely, in compliance with Stanford University standards,\n        minimizing the risk of confidentiality breach. We cannot and do not\n        guarantee or promise that you will receive any benefits from this study.\n        \n  </p>\n  <p>\n    <strong>PAYMENTS:</strong>\n        You will receive $7 as payment for your\n        participation, as well as a bonus of up to $1 depending on your\n        performance.\n        \n  </p>\n  <p>\n    <strong>PARTICIPANT'S RIGHTS:</strong> If you have read this form and have decided to\n        participate in this project, please understand your participation is\n        voluntary and you have the right to withdraw your consent or discontinue\n        participation at any time without penalty or loss of benefits to which\n        you are otherwise entitled. The alternative is not to participate. You\n        have the right to refuse to answer particular questions. The results of\n        this research study may be presented at scientific or professional\n        meetings or published in scientific journals. Your individual privacy\n        will be maintained in all published and written data resulting from the\n        study.\n        \n  </p>\n  <p>\n    <strong>PRIVACY AND CONFIDENTIALITY:</strong> The risks associated with this study are\n        minimal. Study data will be stored securely, in compliance with Stanford\n        University standards, minimizing the risk of confidentiality breach.\n        Your individual privacy will be maintained during the research and in\n        all published and written data resulting from the study.\n        \n  </p>\n  <p>\n    <strong>CONTACT INFORMATION:</strong>\n  </p>\n  <p>\n    <strong>Questions:</strong> If you have any questions, concerns or complaints about this\n        research, its procedures, risks and benefits, contact \n    <strong>Ben Prystawski</strong> (\n    <a href=\""mailto://benpry@stanford.edu\"">benpry@stanford.edu</a>) or the Protocol Director, Noah Goodman (ngoodman@stanford.edu).\n  </p>\n  <p>\n    <strong>Independent Contact:</strong> If you are not satisfied with how this study is\n        being conducted, or if you have any concerns, complaints, or general\n        questions about the research or your rights as a participant, please\n        contact the Stanford Institutional Review Board (IRB) to speak to\n        someone independent of the research team at 650-723-2480 or toll free at\n        1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write\n        to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo\n        Alto, CA 94306.\n        \n  </p>\n  <p>Please save or print a copy of this page for your records.</p>\n  <p>If you agree to participate in this research, please click &quot;I agree&quot; below.</p>\n</div>""}, ""control"": {""name"": ""checkboxes"", ""choices"": [""I agree""], ""labels"": {""py/id"": 9}, ""force_selection"": true}}",Response,_Response
{},67,2025-10-28 19:13:19,False,,,Response,4,practice_game,,ModularPage,True,"{""time_taken"": 34.07, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.8, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:12:45.246Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:12:45.255Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:12:45.255Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:12:45.259Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:12:45.260Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},68,2025-10-28 19:13:30,False,,,Response,2,game,,ModularPage,True,"{""time_taken"": 31.891, ""platform"": ""Chrome 123.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 9.1, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:12:59.010Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:12:59.126Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:12:59.141Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:12:59.163Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:12:59.163Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 1</h1>""}, ""control"": {}}",Response,_Response
{},69,2025-10-28 19:13:37,False,,,Response,4,practice_game,,ModularPage,True,"{""time_taken"": 17.262, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.8, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:13:20.049Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:13:20.056Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:13:20.056Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:13:20.062Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:13:20.063Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},70,2025-10-28 19:13:56,False,,,Response,4,practice_game,,ModularPage,True,"{""time_taken"": 18.225, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.35, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:13:38.165Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:13:38.178Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:13:38.178Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:13:38.183Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:13:38.183Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},71,2025-10-28 19:14:04,False,,,Response,2,game,,ModularPage,True,"{""time_taken"": 32.88, ""platform"": ""Chrome 123.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:13:31.790Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:13:31.799Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:13:31.804Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:13:31.814Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:13:31.814Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 2</h1>""}, ""control"": {}}",Response,_Response
{},72,2025-10-28 19:14:12,False,,,Response,4,practice_game,,ModularPage,True,"{""time_taken"": 14.977, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 5.35, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:13:57.168Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:13:57.179Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:13:57.179Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:13:57.190Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:13:57.190Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},73,2025-10-28 19:14:22,False,,,Response,4,practice_game,,ModularPage,True,"{""time_taken"": 9.841, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 6.8, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:14:12.923Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:14:12.931Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:14:12.931Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:14:12.936Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:14:12.936Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},74,2025-10-28 19:14:23,False,,,Response,3,practice_game,,ModularPage,True,"{""time_taken"": 127.103, ""platform"": ""Chrome 141.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-28T19:12:16.322Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-28T19:12:16.333Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-28T19:12:16.333Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-28T19:12:16.338Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-28T19:12:16.338Z"", ""info"": null}], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
