player_id,domain,message,time
326572bd-2e79-4247-a7d4-04751617e711,decorations,I played the ingredients that felt like they belonged to the same category to gain points. I tried putting wood and leaf on a frame because I thought it would make sense and avoided using the button since it doesn't belong to the same category I think ,2025-07-09 23:00:43.079
696b7ac8-874f-45c4-a928-10b06a99ae9d,practice,"Use both the suit changer and the number increaser on both items until you get them both to 15, then combine the items. ",2025-07-09 23:04:18.889
326572bd-2e79-4247-a7d4-04751617e711,cooking,try combining cooking ingredients as you would in the kitchen maybe in the order that you would actually cook,2025-07-09 23:06:42.622
326572bd-2e79-4247-a7d4-04751617e711,animals,combine the animals first so you know which tools you should use,2025-07-09 23:08:08.606
4e18a7fc-163c-40b7-84f7-d41912838250,practice,"Suit swap for hearts and increase your numbers for each ingredient card
",2025-07-09 23:09:42.107
00609c45-67fb-4ee1-8fe1-7e8f0c5f0e85,practice,utiize number increaser,2025-07-09 23:11:12.437
696b7ac8-874f-45c4-a928-10b06a99ae9d,potions,Be careful with your choices. It's very hard.,2025-07-09 23:11:39.438
4e18a7fc-163c-40b7-84f7-d41912838250,potions,Don't use the tools- they all decrease the scores,2025-07-09 23:13:15.452
00609c45-67fb-4ee1-8fe1-7e8f0c5f0e85,cooking,avoid salt,2025-07-09 23:13:44.847
00609c45-67fb-4ee1-8fe1-7e8f0c5f0e85,animals,combine like species,2025-07-09 23:15:08.105
4e18a7fc-163c-40b7-84f7-d41912838250,decorations,"Combine tools that make sense with the objects for home crafts.
",2025-07-09 23:15:54.759
00609c45-67fb-4ee1-8fe1-7e8f0c5f0e85,potions,avoid mortar,2025-07-09 23:16:25.611
00609c45-67fb-4ee1-8fe1-7e8f0c5f0e85,decorations,use best judgement,2025-07-09 23:17:14.036
4e18a7fc-163c-40b7-84f7-d41912838250,cooking,"Dont combine food that doesn't go together normally.
",2025-07-09 23:18:02.290
696b7ac8-874f-45c4-a928-10b06a99ae9d,decorations,Don't do too much,2025-07-09 23:19:47.206
4e18a7fc-163c-40b7-84f7-d41912838250,animals,Be sparing with the tools when combining animals.,2025-07-09 23:20:00.979
696b7ac8-874f-45c4-a928-10b06a99ae9d,cooking,Don't overdo it. If you get a good score stay with it,2025-07-09 23:23:29.618
696b7ac8-874f-45c4-a928-10b06a99ae9d,animals,"Be creative, but also mindful",2025-07-09 23:26:17.996
2aba9062-5623-4f3e-84bd-b700e29bcff7,practice,"hearts are high, use number increaser. ",2025-07-10 20:31:32.300
2aba9062-5623-4f3e-84bd-b700e29bcff7,animals,"combine all the animals with all the things, but make sure to mutate twice - that doubles your points!",2025-07-10 20:37:51.385
2aba9062-5623-4f3e-84bd-b700e29bcff7,cooking,chop things and then cook them. only salt once. water can ruin things. ,2025-07-10 20:41:26.952
2aba9062-5623-4f3e-84bd-b700e29bcff7,decorations,only one thing in the frame or else it breaks!,2025-07-10 20:43:40.878
2aba9062-5623-4f3e-84bd-b700e29bcff7,potions,,2025-07-10 20:49:54.842
