vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,metadata_,class,object_type
{},11,2025-10-21 11:57:06,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.25, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:06.134Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:06.168Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:06.168Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:06.173Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:06.173Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 2</h1>""}, ""control"": {}}",Response,_Response
{},12,2025-10-21 11:57:06,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.199, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:06.702Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:06.707Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:06.708Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:06.712Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:06.712Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 3</h1>""}, ""control"": {}}",Response,_Response
{},13,2025-10-21 11:57:07,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.241, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:07.204Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:07.231Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:07.231Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:07.235Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:07.235Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 4</h1>""}, ""control"": {}}",Response,_Response
{},14,2025-10-21 11:57:07,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.204, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:07.746Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:07.767Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:07.767Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:07.773Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:07.773Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 5</h1>""}, ""control"": {}}",Response,_Response
{},15,2025-10-21 11:57:08,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.25, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:08.246Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:08.249Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:08.249Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:08.253Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:08.253Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 6</h1>""}, ""control"": {}}",Response,_Response
{},16,2025-10-21 11:57:08,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.197, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:08.790Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:08.832Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:08.833Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:08.837Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:08.837Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 7</h1>""}, ""control"": {}}",Response,_Response
{},17,2025-10-21 11:57:09,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.334, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:09.281Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:09.311Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:09.312Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:09.316Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:09.316Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 8</h1>""}, ""control"": {}}",Response,_Response
{},18,2025-10-21 11:57:10,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.349, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:09.915Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:09.953Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:09.953Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:09.958Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:09.958Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 9</h1>""}, ""control"": {}}",Response,_Response
{},19,2025-10-21 11:57:17,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 6.582, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:10.572Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:10.591Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:10.592Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:10.597Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:10.597Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 10</h1>""}, ""control"": {}}",Response,_Response
{},20,2025-10-21 11:57:24,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 7.365, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:17.477Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:17.480Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:17.480Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:17.484Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:17.485Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 11</h1>""}, ""control"": {}}",Response,_Response
{},21,2025-10-21 11:57:25,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.197, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:25.168Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:25.207Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:25.207Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:25.211Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:25.211Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 12</h1>""}, ""control"": {}}",Response,_Response
{},22,2025-10-21 11:57:25,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.192, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:25.668Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:25.699Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:25.699Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:25.703Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:25.704Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 13</h1>""}, ""control"": {}}",Response,_Response
{},23,2025-10-21 11:57:26,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.216, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:26.168Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:26.170Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:26.171Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:26.175Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:26.175Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 14</h1>""}, ""control"": {}}",Response,_Response
{},24,2025-10-21 11:57:26,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.201, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:26.700Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:26.733Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:26.733Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:26.738Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:26.738Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 15</h1>""}, ""control"": {}}",Response,_Response
{},25,2025-10-21 11:57:27,False,,,Response,1,game,,ModularPage,True,"{""time_taken"": 0.253, ""platform"": ""Chrome 141.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 1.5, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-10-21T18:57:27.203Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-10-21T18:57:27.232Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-10-21T18:57:27.232Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-10-21T18:57:27.236Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-10-21T18:57:27.236Z"", ""info"": null}], ""prompt"": {""text"": ""<h1>Round 16</h1>""}, ""control"": {}}",Response,_Response
