run_idx,timestep,action,new_item,score,inventory,domain
1,0,"({'name': 'milk', 'emoji': '🥛', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk']}, {'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True})","{'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}",0,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'name': 'mushroom', 'emoji': '🍄', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['mushroom']}, {'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}, {'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['tomato', 'carrot', 'coconut'], 'tool': False, 'value': 8, 'name': 'Tomato Carrot Coconut', 'emoji': '🍅🥕🥥'}]",cooking
1,1,"({'name': 'coconut', 'emoji': '🥥', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['fruit'], 'all_ingredients': ['coconut']}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True})","{'tool': False, 'salt_level': 0, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['fruit'], 'all_ingredients': ['coconut'], 'value': 5, 'name': 'Cooked Coconut', 'emoji': '🥥♨️'}",5,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'name': 'mushroom', 'emoji': '🍄', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['mushroom']}, {'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}, {'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['tomato', 'carrot', 'coconut'], 'tool': False, 'value': 8, 'name': 'Tomato Carrot Coconut', 'emoji': '🍅🥕🥥'}]",cooking
1,2,"({'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True})",,5,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'name': 'mushroom', 'emoji': '🍄', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['mushroom']}, {'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}, {'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['tomato', 'carrot', 'coconut'], 'tool': False, 'value': 8, 'name': 'Tomato Carrot Coconut', 'emoji': '🍅🥕🥥'}]",cooking
1,3,"({'name': 'carrot', 'emoji': '🥕', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['carrot']}, {'tool': False, 'salt_level': 0, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['fruit'], 'all_ingredients': ['coconut'], 'value': 5, 'name': 'Cooked Coconut', 'emoji': '🥥♨️'})","{'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['carrot', 'coconut'], 'tool': False, 'value': 3, 'name': 'Carrot Coconut', 'emoji': '🥕🥥'}",3,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'name': 'mushroom', 'emoji': '🍄', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['mushroom']}, {'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}, {'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['tomato', 'carrot', 'coconut'], 'tool': False, 'value': 8, 'name': 'Tomato Carrot Coconut', 'emoji': '🍅🥕🥥'}]",cooking
1,4,"({'name': 'tomato', 'emoji': '🍅', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['tomato']}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True})","{'tool': False, 'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['tomato'], 'value': 5, 'name': 'Salted Tomato', 'emoji': '🍅🧂'}",5,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'name': 'mushroom', 'emoji': '🍄', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['mushroom']}, {'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}, {'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['tomato', 'carrot', 'coconut'], 'tool': False, 'value': 8, 'name': 'Tomato Carrot Coconut', 'emoji': '🍅🥕🥥'}]",cooking
1,5,"({'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'tool': False, 'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['tomato'], 'value': 5, 'name': 'Salted Tomato', 'emoji': '🍅🧂'})","{'tool': False, 'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['tomato'], 'value': 10, 'name': 'Salted Cooked Tomato', 'emoji': '🍅🧂♨'}",10,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'name': 'mushroom', 'emoji': '🍄', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['mushroom']}, {'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}, {'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['tomato', 'carrot', 'coconut'], 'tool': False, 'value': 8, 'name': 'Tomato Carrot Coconut', 'emoji': '🍅🥕🥥'}]",cooking
1,6,"({'tool': False, 'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['tomato'], 'value': 10, 'name': 'Salted Cooked Tomato', 'emoji': '🍅🧂♨'}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True})","{'tool': False, 'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 1, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['tomato'], 'value': 25, 'name': 'Salted Cooked Chopped Tomato', 'emoji': '🍅♨🔪'}",25,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'name': 'mushroom', 'emoji': '🍄', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['mushroom']}, {'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}, {'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['tomato', 'carrot', 'coconut'], 'tool': False, 'value': 8, 'name': 'Tomato Carrot Coconut', 'emoji': '🍅🥕🥥'}]",cooking
1,7,"({'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'})","{'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}",25,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'name': 'mushroom', 'emoji': '🍄', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['mushroom']}, {'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}, {'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['tomato', 'carrot', 'coconut'], 'tool': False, 'value': 8, 'name': 'Tomato Carrot Coconut', 'emoji': '🍅🥕🥥'}]",cooking
1,8,"({'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True})",,25,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'name': 'mushroom', 'emoji': '🍄', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['mushroom']}, {'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}, {'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['tomato', 'carrot', 'coconut'], 'tool': False, 'value': 8, 'name': 'Tomato Carrot Coconut', 'emoji': '🍅🥕🥥'}]",cooking
1,9,"({'tool': False, 'salt_level': 1, 'cook_level': 1, 'water_level': 0, 'chop_level': 1, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['tomato'], 'value': 25, 'name': 'Salted Cooked Chopped Tomato', 'emoji': '🍅♨🔪'}, {'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['carrot', 'coconut'], 'tool': False, 'value': 3, 'name': 'Carrot Coconut', 'emoji': '🥕🥥'})","{'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['tomato', 'carrot', 'coconut'], 'tool': False, 'value': 8, 'name': 'Tomato Carrot Coconut', 'emoji': '🍅🥕🥥'}",8,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'name': 'mushroom', 'emoji': '🍄', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['mushroom']}, {'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk'], 'value': 0, 'name': 'Wet Milk', 'emoji': '🥛💧'}, {'salt_level': 1, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable', 'fruit'], 'all_ingredients': ['tomato', 'carrot', 'coconut'], 'tool': False, 'value': 8, 'name': 'Tomato Carrot Coconut', 'emoji': '🍅🥕🥥'}]",cooking
2,0,"({'name': 'apple', 'emoji': '🍎', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['fruit'], 'all_ingredients': ['apple']}, {'name': 'milk', 'emoji': '🥛', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy'], 'all_ingredients': ['milk']})","{'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy', 'fruit'], 'all_ingredients': ['apple', 'milk'], 'tool': False, 'value': 3, 'name': 'Apple Milk', 'emoji': '🍎🥛'}",3,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Wet Raw Meat Mushroom', 'emoji': '🥩🍄💧'}, {'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['aromatic', 'eggs_dairy', 'fruit'], 'all_ingredients': ['apple', 'milk', 'ginger'], 'tool': False, 'value': 6, 'name': 'Apple Milk Ginger', 'emoji': '🍎🥛🫚'}]",cooking
2,1,"({'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True})",,3,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Wet Raw Meat Mushroom', 'emoji': '🥩🍄💧'}, {'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['aromatic', 'eggs_dairy', 'fruit'], 'all_ingredients': ['apple', 'milk', 'ginger'], 'tool': False, 'value': 6, 'name': 'Apple Milk Ginger', 'emoji': '🍎🥛🫚'}]",cooking
2,2,"({'name': 'raw meat', 'emoji': '🥩', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': False, 'ingredient_types': ['meat'], 'all_ingredients': ['raw meat']}, {'name': 'mushroom', 'emoji': '🍄', 'value': 0, 'tool': False, 'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['vegetable'], 'all_ingredients': ['mushroom']})","{'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Raw Meat Mushroom', 'emoji': '🥩🍄'}",3,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Wet Raw Meat Mushroom', 'emoji': '🥩🍄💧'}, {'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['aromatic', 'eggs_dairy', 'fruit'], 'all_ingredients': ['apple', 'milk', 'ginger'], 'tool': False, 'value': 6, 'name': 'Apple Milk Ginger', 'emoji': '🍎🥛🫚'}]",cooking
2,3,"({'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True})",,3,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Wet Raw Meat Mushroom', 'emoji': '🥩🍄💧'}, {'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['aromatic', 'eggs_dairy', 'fruit'], 'all_ingredients': ['apple', 'milk', 'ginger'], 'tool': False, 'value': 6, 'name': 'Apple Milk Ginger', 'emoji': '🍎🥛🫚'}]",cooking
2,4,"({'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Raw Meat Mushroom', 'emoji': '🥩🍄'})","{'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Wet Raw Meat Mushroom', 'emoji': '🥩🍄💧'}",3,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Wet Raw Meat Mushroom', 'emoji': '🥩🍄💧'}, {'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['aromatic', 'eggs_dairy', 'fruit'], 'all_ingredients': ['apple', 'milk', 'ginger'], 'tool': False, 'value': 6, 'name': 'Apple Milk Ginger', 'emoji': '🍎🥛🫚'}]",cooking
2,5,"({'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True})",,3,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Wet Raw Meat Mushroom', 'emoji': '🥩🍄💧'}, {'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['aromatic', 'eggs_dairy', 'fruit'], 'all_ingredients': ['apple', 'milk', 'ginger'], 'tool': False, 'value': 6, 'name': 'Apple Milk Ginger', 'emoji': '🍎🥛🫚'}]",cooking
2,6,"({'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy', 'fruit'], 'all_ingredients': ['apple', 'milk'], 'tool': False, 'value': 3, 'name': 'Apple Milk', 'emoji': '🍎🥛'})","{'salt_level': 0, 'cook_level': 1, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['eggs_dairy', 'fruit'], 'all_ingredients': ['apple', 'milk'], 'tool': False, 'value': 8, 'name': 'Cooked Apple Milk', 'emoji': '🍎🥛♨'}",8,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Wet Raw Meat Mushroom', 'emoji': '🥩🍄💧'}, {'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['aromatic', 'eggs_dairy', 'fruit'], 'all_ingredients': ['apple', 'milk', 'ginger'], 'tool': False, 'value': 6, 'name': 'Apple Milk Ginger', 'emoji': '🍎🥛🫚'}]",cooking
2,7,"({'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Wet Raw Meat Mushroom', 'emoji': '🥩🍄💧'})","{'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Wet Raw Meat Mushroom', 'emoji': '🥩🍄💧'}",8,"[{'name': 'water', 'emoji': '💧', 'value': 0, 'tool': True}, {'name': 'knife', 'emoji': '🔪', 'value': 0, 'tool': True}, {'name': 'stove', 'emoji': '🔥', 'value': 0, 'tool': True}, {'name': 'salt', 'emoji': '🧂', 'value': 0, 'tool': True}, {'salt_level': 0, 'cook_level': 0, 'water_level': 1, 'chop_level': 0, 'edible': False, 'ingredient_types': ['vegetable', 'meat'], 'all_ingredients': ['raw meat', 'mushroom'], 'tool': False, 'value': 0, 'name': 'Wet Raw Meat Mushroom', 'emoji': '🥩🍄💧'}, {'salt_level': 0, 'cook_level': 0, 'water_level': 0, 'chop_level': 0, 'edible': True, 'ingredient_types': ['aromatic', 'eggs_dairy', 'fruit'], 'all_ingredients': ['apple', 'milk', 'ginger'], 'tool': False, 'value': 6, 'name': 'Apple Milk Ginger', 'emoji': '🍎🥛🫚'}]",cooking
