vars,id,creation_time,failed,failed_reason,time_of_death,type,network_id,participant_id,trial_maker_id,module_id,module_state_id,is_global,on_deploy_complete,async_on_deploy_required,async_on_deploy_requested,async_on_deploy_complete,async_on_deploy_failed,key,degree,target_n_trials,ready_to_spawn,child_id,parent_id,seed,definition,context,participant_group,block,propagate_failure,n_viable_trials,class,object_type
{},13,2025-12-01 09:14:36,False,,,TrialSource,13,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,99.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,cooking,False,1,MessagePassingNode,Node
{},14,2025-12-01 09:14:36,False,,,TrialSource,14,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,107.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,cooking,False,1,MessagePassingNode,Node
{},15,2025-12-01 09:14:36,False,,,TrialSource,15,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,139.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,cooking,False,1,MessagePassingNode,Node
{},16,2025-12-01 09:14:36,False,,,TrialSource,16,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,104.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,cooking,False,1,MessagePassingNode,Node
{},17,2025-12-01 09:14:36,False,,,TrialSource,17,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,92.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,cooking,False,1,MessagePassingNode,Node
{},18,2025-12-01 09:14:36,False,,,TrialSource,18,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,126.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,cooking,False,1,MessagePassingNode,Node
{},19,2025-12-01 09:14:36,False,,,TrialSource,19,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,147.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,cooking,False,1,MessagePassingNode,Node
{},20,2025-12-01 09:14:36,False,,,TrialSource,20,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,140.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,cooking,False,1,MessagePassingNode,Node
{},21,2025-12-01 09:14:36,False,,,TrialSource,21,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,105.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},22,2025-12-01 09:14:36,False,,,TrialSource,22,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,124.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},23,2025-12-01 09:14:36,False,,,TrialSource,23,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,101.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},24,2025-12-01 09:14:36,False,,,TrialSource,24,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,156.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},25,2025-12-01 09:14:36,False,,,TrialSource,25,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,188.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},26,2025-12-01 09:14:36,False,,,TrialSource,26,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,125.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},27,2025-12-01 09:14:36,False,,,TrialSource,27,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,141.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},28,2025-12-01 09:14:36,False,,,TrialSource,28,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,134.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},29,2025-12-01 09:14:36,False,,,TrialSource,29,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,85.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},30,2025-12-01 09:14:36,False,,,TrialSource,30,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,106.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},31,2025-12-01 09:14:36,False,,,TrialSource,31,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,122.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},32,2025-12-01 09:14:36,False,,,TrialSource,32,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,110.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},33,2025-12-01 09:14:36,False,,,TrialSource,33,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,146.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},34,2025-12-01 09:14:36,False,,,TrialSource,34,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,90.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},35,2025-12-01 09:14:36,False,,,TrialSource,35,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,148.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},36,2025-12-01 09:14:36,False,,,TrialSource,36,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,93.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},37,2025-12-01 09:14:36,False,,,TrialSource,37,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,111.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},38,2025-12-01 09:14:36,False,,,TrialSource,38,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,184.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},39,2025-12-01 09:14:36,False,,,TrialSource,39,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,152.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},40,2025-12-01 09:14:36,False,,,TrialSource,40,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,186.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,decorations,False,1,MessagePassingNode,Node
{},41,2025-12-01 09:14:36,False,,,TrialSource,41,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,144.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},42,2025-12-01 09:14:36,False,,,TrialSource,42,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,133.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},43,2025-12-01 09:14:36,False,,,TrialSource,43,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,121.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},44,2025-12-01 09:14:36,False,,,TrialSource,44,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,94.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},45,2025-12-01 09:14:36,False,,,TrialSource,45,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,155.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},46,2025-12-01 09:14:36,False,,,TrialSource,46,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,117.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},47,2025-12-01 09:14:36,False,,,TrialSource,47,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,137.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},48,2025-12-01 09:14:36,False,,,TrialSource,48,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,87.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},49,2025-12-01 09:14:36,False,,,TrialSource,49,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,115.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},50,2025-12-01 09:14:36,False,,,TrialSource,50,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,97.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},51,2025-12-01 09:14:36,False,,,TrialSource,51,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,123.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},52,2025-12-01 09:14:36,False,,,TrialSource,52,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,161.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},53,2025-12-01 09:14:36,False,,,TrialSource,53,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,138.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},54,2025-12-01 09:14:36,False,,,TrialSource,54,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,131.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},55,2025-12-01 09:14:36,False,,,TrialSource,55,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,91.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},56,2025-12-01 09:14:36,False,,,TrialSource,56,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,113.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},57,2025-12-01 09:14:36,False,,,TrialSource,57,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,103.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},58,2025-12-01 09:14:36,False,,,TrialSource,58,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,183.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},59,2025-12-01 09:14:36,False,,,TrialSource,59,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,142.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},60,2025-12-01 09:14:36,False,,,TrialSource,60,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,162.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,animals,False,1,MessagePassingNode,Node
{},61,2025-12-01 09:14:36,False,,,TrialSource,61,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,86.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},62,2025-12-01 09:14:36,False,,,TrialSource,62,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,151.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},63,2025-12-01 09:14:36,False,,,TrialSource,63,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,89.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},64,2025-12-01 09:14:36,False,,,TrialSource,64,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,132.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},65,2025-12-01 09:14:36,False,,,TrialSource,65,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,172.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},66,2025-12-01 09:14:36,False,,,TrialSource,66,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,166.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},67,2025-12-01 09:14:36,False,,,TrialSource,67,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,158.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},68,2025-12-01 09:14:36,False,,,TrialSource,68,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,112.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},69,2025-12-01 09:14:36,False,,,TrialSource,69,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,119.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},70,2025-12-01 09:14:36,False,,,TrialSource,70,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,136.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},71,2025-12-01 09:14:36,False,,,TrialSource,71,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,116.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},72,2025-12-01 09:14:36,False,,,TrialSource,72,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,109.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},73,2025-12-01 09:14:36,False,,,TrialSource,73,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,114.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},74,2025-12-01 09:14:36,False,,,TrialSource,74,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,149.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},75,2025-12-01 09:14:36,False,,,TrialSource,75,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,143.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},76,2025-12-01 09:14:36,False,,,TrialSource,76,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,102.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},77,2025-12-01 09:14:36,False,,,TrialSource,77,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,130.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},78,2025-12-01 09:14:36,False,,,TrialSource,78,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,185.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},79,2025-12-01 09:14:36,False,,,TrialSource,79,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,100.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},80,2025-12-01 09:14:36,False,,,TrialSource,80,,chain_trial,chain_trial,,,True,False,False,False,False,,0,1,True,120.0,,"{""messages"": [], ""inventories"": []}","{""messages"": [], ""inventories"": []}",,default,potions,False,1,MessagePassingNode,Node
{},85,2025-12-01 17:57:59,False,,,MessagePassingNode,29,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,238.0,29.0,"{""messages"": [""Combine what would look nice as a picture on the wall.""], ""inventories"": []}","{""messages"": [""Combine what would look nice as a picture on the wall.""], ""inventories"": []}",,default,decorations,True,1,MessagePassingNode,Node
{},86,2025-12-01 18:00:15,False,,,MessagePassingNode,61,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,243.0,61.0,"{""messages"": [""Remember how each ingredient reacts and make logical combinations. Everything does not need to be combined to get 100""], ""inventories"": []}","{""messages"": [""Remember how each ingredient reacts and make logical combinations. Everything does not need to be combined to get 100""], ""inventories"": []}",,default,potions,True,1,MessagePassingNode,Node
{},87,2025-12-01 18:01:43,False,,,MessagePassingNode,48,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,219.0,48.0,"{""messages"": [""The mutation serum always takes points. Growth serum is really good.""], ""inventories"": []}","{""messages"": [""The mutation serum always takes points. Growth serum is really good.""], ""inventories"": []}",,default,animals,True,1,MessagePassingNode,Node
{},88,2025-12-01 18:05:29,True,response_timeout->Participant7->CraftingGameChainTrial2,2025-12-01 18:39:15,MessagePassingNode,67,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,False,,67.0,"{""messages"": [""Filter liquids/gases with a filter\nExtract solids with a vial\nYou only need 2 combined ingredients to score 100 points\n1 mundane ingredient + 1 magical ingredient = 100\n\nDo not try combining ingredients without putting them through the filter or the vial first""], ""inventories"": []}","{""messages"": [""Filter liquids/gases with a filter\nExtract solids with a vial\nYou only need 2 combined ingredients to score 100 points\n1 mundane ingredient + 1 magical ingredient = 100\n\nDo not try combining ingredients without putting them through the filter or the vial first""], ""inventories"": []}",,default,potions,True,0,MessagePassingNode,Node
{},89,2025-12-01 18:08:29,False,,,MessagePassingNode,63,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,233.0,63.0,"{""messages"": [""Don't touch the vial...its worthless.""], ""inventories"": []}","{""messages"": [""Don't touch the vial...its worthless.""], ""inventories"": []}",,default,potions,True,1,MessagePassingNode,Node
{},90,2025-12-01 18:08:51,False,,,MessagePassingNode,34,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,216.0,34.0,"{""messages"": [""Be satisfied with a positive outcome even if its not 100. Hold down onto ingredients once you cut or framed theme to understand if they are artifical, natural, soft or hard.""], ""inventories"": []}","{""messages"": [""Be satisfied with a positive outcome even if its not 100. Hold down onto ingredients once you cut or framed theme to understand if they are artifical, natural, soft or hard.""], ""inventories"": []}",,default,decorations,True,1,MessagePassingNode,Node
{},91,2025-12-01 18:09:37,False,,,MessagePassingNode,55,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,212.0,55.0,"{""messages"": [""You can individually get each creature high by doing mutant>growth>mutant>growth. After doing that you can combine up to 3 of them. I haven't figured out how to combine all 4.""], ""inventories"": []}","{""messages"": [""You can individually get each creature high by doing mutant>growth>mutant>growth. After doing that you can combine up to 3 of them. I haven't figured out how to combine all 4.""], ""inventories"": []}",,default,animals,True,1,MessagePassingNode,Node
{},92,2025-12-01 18:12:59,False,,,MessagePassingNode,17,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,191.0,17.0,"{""messages"": [""This one is easy...just don't get too complicated.""], ""inventories"": []}","{""messages"": [""This one is easy...just don't get too complicated.""], ""inventories"": []}",,default,cooking,True,1,MessagePassingNode,Node
{},93,2025-12-01 18:17:07,False,,,MessagePassingNode,36,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,220.0,36.0,"{""messages"": [""Use scissors twice on every object, combine the 2 objects with a high value, then frame those combined objects.""], ""inventories"": []}","{""messages"": [""Use scissors twice on every object, combine the 2 objects with a high value, then frame those combined objects.""], ""inventories"": []}",,default,decorations,True,1,MessagePassingNode,Node
{},94,2025-12-01 18:17:07,False,,,MessagePassingNode,44,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,215.0,44.0,"{""messages"": [""You can combine up to three. You can use the growth serum multiple times on the same animal.""], ""inventories"": []}","{""messages"": [""You can combine up to three. You can use the growth serum multiple times on the same animal.""], ""inventories"": []}",,default,animals,True,1,MessagePassingNode,Node
{},95,2025-12-01 18:18:17,True,response_timeout->Participant7->CraftingGameChainTrial11,2025-12-01 18:39:15,MessagePassingNode,37,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,False,,37.0,"{""messages"": [""Keep your decoration to 2 ingredients only.\nScissors cut soft ingredients but damage the frame.\nCut natural soft + cut artificial soft = 80. Add a frame to it for 100.\nArtificial hard + cut natural soft = 55. Add a frame to it for 75.""], ""inventories"": []}","{""messages"": [""Keep your decoration to 2 ingredients only.\nScissors cut soft ingredients but damage the frame.\nCut natural soft + cut artificial soft = 80. Add a frame to it for 100.\nArtificial hard + cut natural soft = 55. Add a frame to it for 75.""], ""inventories"": []}",,default,decorations,True,0,MessagePassingNode,Node
{},96,2025-12-01 18:19:09,False,,,MessagePassingNode,12,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,165.0,12.0,"{""messages"": [""Use the stove but many ingredients are iffy. The water is not your friend.""], ""inventories"": []}","{""messages"": [""Use the stove but many ingredients are iffy. The water is not your friend.""], ""inventories"": []}",,default,cooking,True,1,MessagePassingNode,Node
{},97,2025-12-01 18:23:11,False,,,MessagePassingNode,50,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,203.0,50.0,"{""messages"": [""Stay away from the mutation""], ""inventories"": []}","{""messages"": [""Stay away from the mutation""], ""inventories"": []}",,default,animals,True,1,MessagePassingNode,Node
{},98,2025-12-01 18:25:03,False,,,MessagePassingNode,5,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,208.0,5.0,"{""messages"": [""Use stove on all ingredients. Ingredients that don't benefit from stove you can use water on. Combine 3 of the highest rated ingredients, 2 should have used stove, and one should have used water. Ignore the 4th ingredient.""], ""inventories"": []}","{""messages"": [""Use stove on all ingredients. Ingredients that don't benefit from stove you can use water on. Combine 3 of the highest rated ingredients, 2 should have used stove, and one should have used water. Ignore the 4th ingredient.""], ""inventories"": []}",,default,cooking,True,1,MessagePassingNode,Node
{},99,2025-12-01 18:25:11,False,,,MessagePassingNode,13,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,228.0,13.0,"{""messages"": [""combine three items. use both water and stove. Combinations can be things you have never had before. Some can add up to 100. Try to make cooked soaked bread and bean stew.""], ""inventories"": []}","{""messages"": [""combine three items. use both water and stove. Combinations can be things you have never had before. Some can add up to 100. Try to make cooked soaked bread and bean stew.""], ""inventories"": []}",,default,cooking,True,1,MessagePassingNode,Node
{},100,2025-12-01 18:27:19,False,,,MessagePassingNode,79,,chain_trial,chain_trial,,,True,False,False,False,False,,1,1,True,218.0,79.0,"{""messages"": [""The vial and filter do not work together""], ""inventories"": []}","{""messages"": [""The vial and filter do not work together""], ""inventories"": []}",,default,potions,True,1,MessagePassingNode,Node
