vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,metadata_,class,object_type
{},972,2025-12-01 18:44:06,False,,,Response,22,practice_game,,ModularPage,True,"{""time_taken"": 4.788, ""platform"": ""Chrome 134.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:44:02.620Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:44:02.637Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:44:02.650Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:44:02.659Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:44:02.659Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},973,2025-12-01 18:44:08,False,,,Response,18,info,,InfoPage,True,"{""time_taken"": 1.244, ""platform"": ""Chrome 140.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:44:07.179Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:44:07.200Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:44:07.200Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:44:07.210Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:44:07.210Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": ""<h1>Message</h1><p>You are the first participant, so there is no message for you to read.</p>""}, ""control"": {}}",Response,_Response
{},974,2025-12-01 18:44:11,False,,,Response,28,practice_game,,ModularPage,True,"{""time_taken"": 19.77, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:43:51.001Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:43:51.030Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:43:51.031Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:43:51.038Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:43:51.038Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},975,2025-12-01 18:44:12,False,,,Response,22,practice_game,,ModularPage,True,"{""time_taken"": 4.811, ""platform"": ""Chrome 134.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:44:08.829Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:44:08.849Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:44:08.859Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:44:08.868Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:44:08.869Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},976,2025-12-01 18:44:25,False,,,Response,24,game,,ModularPage,True,"{""time_taken"": 71.337, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 9.8, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:43:14.068Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:43:14.081Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:43:14.081Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:43:14.087Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:43:14.087Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": ""<h1>Round 3</h1>""}, ""control"": {}}",Response,_Response
{},977,2025-12-01 18:44:30,False,,,Response,28,practice_game,,ModularPage,True,"{""time_taken"": 18.932, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:44:11.413Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:44:11.439Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:44:11.440Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:44:11.448Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:44:11.448Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},978,2025-12-01 18:44:36,False,,,Response,18,game,,ModularPage,True,"{""time_taken"": 25.904, ""platform"": ""Chrome 140.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:44:10.768Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:44:10.777Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:44:10.777Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:44:10.783Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:44:10.783Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": ""<h1>Round 1</h1>""}, ""control"": {}}",Response,_Response
{},979,2025-12-01 18:44:40,False,,,Response,28,practice_game,,ModularPage,True,"{""time_taken"": 8.697, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:44:31.020Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:44:31.042Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:44:31.043Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:44:31.047Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:44:31.047Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},980,2025-12-01 18:44:56,False,,,Response,28,practice_game,,ModularPage,True,"{""time_taken"": 15.053, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:44:40.386Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:44:40.417Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:44:40.418Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:44:40.426Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:44:40.427Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},981,2025-12-01 18:44:57,False,,,Response,22,practice_game,,ModularPage,True,"{""time_taken"": 43.16, ""platform"": ""Chrome 134.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:44:15.056Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:44:15.075Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:44:15.082Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:44:15.094Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:44:15.094Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},982,2025-12-01 18:45:03,False,,,Response,22,practice_game,,ModularPage,True,"{""time_taken"": 4.641, ""platform"": ""Chrome 134.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:00.161Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:00.190Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:00.198Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:00.209Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:00.209Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},983,2025-12-01 18:45:09,False,,,Response,22,practice_game,,ModularPage,True,"{""time_taken"": 3.931, ""platform"": ""Chrome 134.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:06.278Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:06.296Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:06.309Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:06.318Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:06.319Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},984,2025-12-01 18:45:12,False,,,Response,28,practice_game,,ModularPage,True,"{""time_taken"": 16.064, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:44:56.128Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:44:56.156Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:44:56.156Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:44:56.160Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:44:56.161Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},985,2025-12-01 18:45:14,False,,,Response,22,practice_game,,ModularPage,True,"{""time_taken"": 3.443, ""platform"": ""Chrome 134.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:11.664Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:11.694Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:11.701Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:11.715Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:11.715Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},986,2025-12-01 18:45:19,False,,,Response,22,practice_game,,ModularPage,True,"{""time_taken"": 3.982, ""platform"": ""Chrome 134.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:16.691Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:16.709Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:16.713Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:16.726Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:16.727Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},987,2025-12-01 18:45:20,False,,,Response,18,game,,ModularPage,True,"{""time_taken"": 41.55, ""platform"": ""Chrome 140.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:44:38.981Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:44:38.993Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:44:38.997Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:44:39.006Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:44:39.007Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": ""<h1>Round 2</h1>""}, ""control"": {}}",Response,_Response
{},988,2025-12-01 18:45:25,False,,,Response,28,practice_game,,ModularPage,True,"{""time_taken"": 12.196, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:12.859Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:12.882Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:12.883Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:12.889Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:12.889Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},989,2025-12-01 18:45:26,False,,,Response,22,practice_game,,ModularPage,True,"{""time_taken"": 4.963, ""platform"": ""Chrome 134.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.45, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:22.164Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:22.182Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:22.187Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:22.197Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:22.197Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},990,2025-12-01 18:45:27,False,,,Response,24,game,,ModularPage,True,"{""time_taken"": 61.173, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 9.8, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:44:26.301Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:44:26.313Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:44:26.313Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:44:26.318Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:44:26.318Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": ""<h1>Round 4</h1>""}, ""control"": {}}",Response,_Response
{},991,2025-12-01 18:45:40,False,,,Response,28,practice_game,,ModularPage,True,"{""time_taken"": 13.844, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:25.732Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:25.762Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:25.762Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:25.769Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:25.769Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},992,2025-12-01 18:45:46,False,,,Response,26,game,,ModularPage,True,"{""time_taken"": 142.083, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:43:24.250Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:43:24.272Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:43:24.273Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:43:24.278Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:43:24.278Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": ""<h1>Round 1</h1>""}, ""control"": {}}",Response,_Response
{},993,2025-12-01 18:45:52,False,,,Response,18,game,,ModularPage,True,"{""time_taken"": 28.42, ""platform"": ""Chrome 140.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 0.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:23.864Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:23.880Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:23.882Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:23.892Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:23.892Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": ""<h1>Round 3</h1>""}, ""control"": {}}",Response,_Response
{},994,2025-12-01 18:45:54,False,,,Response,28,practice_game,,ModularPage,True,"{""time_taken"": 13.88, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:40.214Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:40.243Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:40.247Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:40.256Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:40.256Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},995,2025-12-01 18:45:55,False,,,Response,25,info,,InfoPage,True,"{""time_taken"": 612.058, ""platform"": ""Chrome 138.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 7, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:35:42.551Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:35:42.561Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:35:42.563Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:35:42.568Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:35:42.568Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": ""<div>\n  <link href=\""/static/text-style.css\"" rel=\""stylesheet\"">\n  <link href=\""/static/big-font.css\"" rel=\""stylesheet\"">\n  <p>\n        You will play the game for several rounds. In each round, you will have the\n        \n    <strong>same tools</strong>,\n        but\n        \n    <strong>different starting ingredients</strong>. As you play the game,\n        you will learn the rules that determine how items combine and how valuable\n        each item is. These rules might be intuitive, but they might also be\n        unintuitive, so you should try different combinations and see what\n        happens.\n        \n  </p>\n  <p>\n        Each item has a value shown next to its name. Your score in each round will be the value of\n        the most valuable item you created. For example, if you had the two items below in your\n        inventory, your score would be 16.\n        </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of multiple items and their values\"" src=\""static/instruction-screenshots/multiple-values-screenshot.png\"" style=\""max-width: 66%;\"">\n  </div>\n  <p>\n        Your score can't go below 0, even if all of your items have negative\n        values.\n        \n    <strong>The maximum possible score is 100 in every round.</strong>\n        You will earn a\n        \n    <strong>bonus of up to $1</strong>\n        based on your performance.\n        \n  </p>\n  <p>\n        Ingredients all have\n        \n    <strong>features</strong> that determine how they\n        combine with other ingredients and how valuable they are. These features\n        change when you apply tools or combine them with other ingredients. You\n        can see an ingredient's features by hovering over it with your mouse.\n        \n  </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of an ingredient's features\"" src=\""static/instruction-screenshots/features-screenshot.png\"" style=\""max-width: 50%;\"">\n  </div>\n  <p>\n        You can take notes throughout the experiment using the scratchpad on the right side of the screen. The text in the scratchpad will stay from round to round.\n        </p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of the scratchpad\"" src=\""static/instruction-screenshots/scratchpad-screenshot.png\"" style=\""max-width: 70%;\"">\n  </div>\n  <p>\n        It is possible that one of your items might get stuck somewhere where you can't click it. If this happens, you can refresh the page and your inventory will be preserved.\n        </p>\n  <p>When you are ready, click the &quot;Start&quot; button to play a practice game.</p>\n</div>""}, ""control"": {}}",Response,_Response
{},996,2025-12-01 18:45:58,False,,,Response,29,consent_form,"[""I agree""]",ModularPage,True,"{""time_taken"": 9.233, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 4.05, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:49.027Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:49.248Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:49.248Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:49.254Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:49.254Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": ""<div>\n  <h1>CONSENT</h1>\n  <p>\n    <strong>DESCRIPTION:</strong> You are invited to participate in a research study on human\n        learning and communication. You will be asked to play a game and\n        possibly send messages to other participants about the game.\n        \n  </p>\n  <p>\n    <strong>TIME INVOLVEMENT:</strong>\n        Your participation will take approximately 30 minutes.\n        \n  </p>\n  <p>\n    <strong>RISKS AND BENEFITS:</strong> If you communicate personally-identifiable\n        information to another participant, then the researchers and recipient\n        of the message will have that information. It is possible that\n        information study data could be leaked in a data breach. Study data will\n        be stored securely, in compliance with Stanford University standards,\n        minimizing the risk of confidentiality breach. We cannot and do not\n        guarantee or promise that you will receive any benefits from this study.\n        \n  </p>\n  <p>\n    <strong>PAYMENTS:</strong>\n        You will receive $6 as payment for your\n        participation, as well as a bonus of up to $1 depending on your\n        performance.\n        \n  </p>\n  <p>\n    <strong>PARTICIPANT'S RIGHTS:</strong> If you have read this form and have decided to\n        participate in this project, please understand your participation is\n        voluntary and you have the right to withdraw your consent or discontinue\n        participation at any time without penalty or loss of benefits to which\n        you are otherwise entitled. The alternative is not to participate. You\n        have the right to refuse to answer particular questions. The results of\n        this research study may be presented at scientific or professional\n        meetings or published in scientific journals. Your individual privacy\n        will be maintained in all published and written data resulting from the\n        study.\n        \n  </p>\n  <p>\n    <strong>CONTACT INFORMATION:</strong>\n  </p>\n  <p>\n    <strong>Questions:</strong> If you have any questions, concerns or complaints about this\n        research, its procedures, risks and benefits, contact \n    <strong>Ben Prystawski</strong> (\n    <a href=\""mailto://benpry@stanford.edu\"">benpry@stanford.edu</a>) or the Protocol Director, Noah Goodman (ngoodman@stanford.edu).\n  </p>\n  <p>\n    <strong>Independent Contact:</strong> If you are not satisfied with how this study is\n        being conducted, or if you have any concerns, complaints, or general\n        questions about the research or your rights as a participant, please\n        contact the Stanford Institutional Review Board (IRB) to speak to\n        someone independent of the research team at 650-723-2480 or toll free at\n        1-866-680-2906, or email at irbnonmed@stanford.edu. You can also write\n        to the Stanford IRB, Stanford University, 1705 El Camino Real, Palo\n        Alto, CA 94306.\n        \n  </p>\n  <p>Please save or print a copy of this page for your records.</p>\n  <p>If you agree to participate in this research, please click \u201cI agree\u201d below.</p>\n</div>""}, ""control"": {""name"": ""checkboxes"", ""choices"": [""I agree""], ""labels"": {""py/id"": 10}, ""force_selection"": true}}",Response,_Response
{},997,2025-12-01 18:46:06,False,,,Response,28,practice_game,,ModularPage,True,"{""time_taken"": 10.818, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:54.772Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:54.799Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:54.805Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:54.812Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:54.812Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": """"}, ""control"": {}}",Response,_Response
{},998,2025-12-01 18:46:16,False,,,Response,29,info,,InfoPage,True,"{""time_taken"": 17.431, ""platform"": ""Chrome 142.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 4.05, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2025-12-01T18:45:58.837Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2025-12-01T18:45:58.858Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2025-12-01T18:45:58.859Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2025-12-01T18:45:58.863Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2025-12-01T18:45:58.864Z"", ""info"": null}], ""comments"": [], ""prompt"": {""text"": ""<div>\n  <link href=\""/static/text-style.css\"" rel=\""stylesheet\"">\n  <link href=\""/static/big-font.css\"" rel=\""stylesheet\"">\n  <p>\n        Welcome! In this experiment, you will play a game where you use tools and\n        combine ingredients to make new items.\n        </p>\n  <p>\n        The game interface is shown below. It has an inventory of items and a crafting area.\n        </p>\n  <img alt=\""Screenshot of the interface\"" src=\""static/instruction-screenshots/interface-screenshot.png\"">\n  <p>\n        You can combine any two items by clicking and dragging them into the\n        crafting area...\n        </p>\n  <img alt=\""Screenshot of combining items\"" src=\""static/instruction-screenshots/inventory-screenshot.png\"">\n  <p>...then dropping one on top of the other.</p>\n  <div style=\""text-align: center;\"">\n    <img alt=\""Screenshot of combining items\"" src=\""static/instruction-screenshots/combination-screenshot.png\"" style=\""max-width: 50%;\"">\n  </div>\n  <p>\n        Each item is either a\n        \n    <strong>tool</strong>\n        or an\n        \n    <strong>ingredient</strong>. Tools have grey backgrounds and ingredients\n        have white backgrounds. Tools can be used as many times as you want, but\n        ingredients can only be used once.\n        \n  </p>\n</div>""}, ""control"": {}}",Response,_Response
