arguments,vars,id,creation_time,failed,failed_reason,time_of_death,label,function,pending,finished,time_started,time_finished,time_taken,_unique_key,participant_id,trial_maker_id,network_id,node_id,trial_id,response_id,asset_id,type,redis_job_id,timeout,timeout_scheduled_for,cancelled,class,object_type
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 149}}}",{},11,2025-12-02 21:46:21,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-02 21:46:21,2025-12-02 21:46:21,0.31460425999830477,,149,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 149}}}",{},12,2025-12-02 21:48:52,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-02 21:48:52,2025-12-02 21:48:52,0.31226351601071656,,149,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 193}}}",{},13,2025-12-03 02:34:48,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 02:34:48,2025-12-03 02:34:48,0.31046050100121647,,193,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 193}}}",{},14,2025-12-03 02:34:57,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 02:34:57,2025-12-03 02:34:57,0.29025267099495977,,193,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 193}}}",{},15,2025-12-03 02:35:49,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 02:35:50,2025-12-03 02:35:50,0.3094671900034882,,193,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 204}}}",{},16,2025-12-03 02:57:02,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 02:57:02,2025-12-03 02:57:03,0.28624539700103924,,204,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 204}}}",{},17,2025-12-03 02:57:11,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 02:57:11,2025-12-03 02:57:11,0.3321610309940297,,204,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 204}}}",{},18,2025-12-03 02:58:48,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 02:58:48,2025-12-03 02:58:48,0.3539825629995903,,204,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 211}}}",{},19,2025-12-03 03:05:26,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 03:05:26,2025-12-03 03:05:26,0.3030261670064647,,211,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 211}}}",{},20,2025-12-03 03:06:18,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 03:06:18,2025-12-03 03:06:19,0.3589757239969913,,211,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 209}}}",{},21,2025-12-03 03:07:12,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 03:07:12,2025-12-03 03:07:12,0.29500776300847065,,209,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 211}}}",{},22,2025-12-03 03:10:08,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 03:10:08,2025-12-03 03:10:08,0.31431532399437856,,211,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 211}}}",{},23,2025-12-03 03:16:14,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 03:16:15,2025-12-03 03:16:15,0.29754412100010086,,211,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 230}}}",{},24,2025-12-03 04:27:22,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 04:27:22,2025-12-03 04:27:22,0.3312447409989545,,230,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 230}}}",{},25,2025-12-03 04:27:52,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 04:27:53,2025-12-03 04:27:53,0.28263453899126034,,230,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 230}}}",{},26,2025-12-03 04:28:18,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 04:28:18,2025-12-03 04:28:18,0.31124780300888233,,230,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 230}}}",{},27,2025-12-03 04:28:30,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 04:28:30,2025-12-03 04:28:31,0.32910817199444864,,230,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 256}}}",{},28,2025-12-03 06:43:58,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 06:43:58,2025-12-03 06:43:58,0.33537041101953946,,256,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 267}}}",{},29,2025-12-03 06:52:39,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 06:52:39,2025-12-03 06:52:40,0.28145580799900927,,267,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 267}}}",{},30,2025-12-03 06:54:17,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 06:54:17,2025-12-03 06:54:17,0.2935094729764387,,267,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 188}}}",{},31,2025-12-03 08:20:17,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 08:20:17,2025-12-03 08:20:17,0.2858088480134029,,188,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 188}}}",{},32,2025-12-03 08:20:37,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 08:20:37,2025-12-03 08:20:37,0.29864747601095587,,188,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 188}}}",{},33,2025-12-03 08:20:46,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 08:20:46,2025-12-03 08:20:46,0.30110276499181055,,188,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 188}}}",{},34,2025-12-03 08:21:01,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 08:21:01,2025-12-03 08:21:02,0.3172415599983651,,188,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 188}}}",{},35,2025-12-03 08:24:53,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 08:24:53,2025-12-03 08:24:53,0.2844054139859509,,188,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 237}}}",{},36,2025-12-03 14:04:34,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 14:04:34,2025-12-03 14:04:35,0.30120004498166963,,237,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 237}}}",{},37,2025-12-03 14:10:21,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 14:10:21,2025-12-03 14:10:22,0.3365894619782921,,237,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 275}}}",{},38,2025-12-03 17:30:46,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 17:30:46,2025-12-03 17:30:47,0.36224381800275296,,275,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 275}}}",{},39,2025-12-03 17:31:12,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 17:31:12,2025-12-03 17:31:12,0.30575834700721316,,275,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 280}}}",{},40,2025-12-03 17:58:09,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 17:58:09,2025-12-03 17:58:09,0.36732086300617084,,280,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 280}}}",{},41,2025-12-03 17:58:20,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 17:58:20,2025-12-03 17:58:21,0.331537722988287,,280,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 293}}}",{},42,2025-12-03 19:15:46,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 19:15:46,2025-12-03 19:15:47,0.32484539499273524,,293,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 293}}}",{},43,2025-12-03 19:16:53,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 19:16:53,2025-12-03 19:16:54,0.30178795297979377,,293,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 302}}}",{},44,2025-12-03 20:23:28,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 20:23:28,2025-12-03 20:23:28,0.36436743699596263,,302,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 302}}}",{},45,2025-12-03 20:23:37,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 20:23:37,2025-12-03 20:23:37,0.334363667992875,,302,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 302}}}",{},46,2025-12-03 20:23:54,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 20:23:54,2025-12-03 20:23:55,0.34574285699636675,,302,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 319}}}",{},47,2025-12-03 21:33:58,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 21:33:58,2025-12-03 21:33:58,0.35628776298835874,,319,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 319}}}",{},48,2025-12-03 21:34:05,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 21:34:05,2025-12-03 21:34:06,0.3460202499991283,,319,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 319}}}",{},49,2025-12-03 21:36:12,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 21:36:12,2025-12-03 21:36:12,0.36778739001601934,,319,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 319}}}",{},50,2025-12-03 21:37:26,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 21:37:26,2025-12-03 21:37:26,0.3430778619949706,,319,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 333}}}",{},51,2025-12-03 22:24:21,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 22:24:21,2025-12-03 22:24:22,0.3367233790049795,,333,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 330}}}",{},52,2025-12-03 22:43:29,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 22:43:29,2025-12-03 22:43:30,0.32652817701455206,,330,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 330}}}",{},53,2025-12-03 22:43:41,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 22:43:41,2025-12-03 22:43:42,0.31622423097724095,,330,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 330}}}",{},54,2025-12-03 22:44:06,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-03 22:44:06,2025-12-03 22:44:06,0.33048582199262455,,330,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 337}}}",{},55,2025-12-04 22:29:33,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-04 22:29:33,2025-12-04 22:29:33,0.3133854999905452,,337,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
"{""function"": {""py/function"": ""psynet.recruiters.PsyNetProlificRecruiterMixin.check_assignment_return_status""}, ""participant"": {""py/object"": ""psynet.participant.Participant"", ""identifiers"": {""id"": 337}}}",{},56,2025-12-04 22:30:14,False,,,AsyncCodeBlock,"{""py/function"": ""psynet.utils.call_function_with_context""}",False,True,2025-12-04 22:30:14,2025-12-04 22:30:14,0.3240842510131188,,337,,,,,,,WorkerAsyncProcess,,,,False,WorkerAsyncProcess,AsyncProcess
